name,direction,latitude,longitude,atco,locality,indicator
"High Wycombe, Gynant Road (Opp)",N,51.625384,-0.719159,040000003099,High Wycombe,Opp
"High Wycombe, Roebuck Avenue (o/s 6)",N,51.626965,-0.717351,040000003237,High Wycombe,o/s 6
"High Wycombe, Misbourne Avenue (adj)",NW,51.627318,-0.717587,040000003252,High Wycombe,adj
"High Wycombe, Hicks Farm Rise (Opp 102)",N,51.629845,-0.720102,040000003220,High Wycombe,Opp 102
"Totteridge, Baring Road (Opp)",N,51.632764,-0.722216,040000003222,Totteridge,Opp
"Totteridge, Hollis Road (o/s 23)",N,51.634556,-0.722513,040000003192,Totteridge,o/s 23
"Totteridge, Holywell Gardens (Opp)",S,51.631876,-0.723238,040000003194,Totteridge,Opp
"High Wycombe, The Quadrangle (opp)",W,51.630934,-0.725995,040000003196,High Wycombe,opp
"High Wycombe, Baptist Church (adj)",S,51.630809,-0.728513,040000003198,High Wycombe,adj
"High Wycombe, Everest Road (opp)",E,51.628806,-0.727861,040000003200,High Wycombe,opp
"High Wycombe, Hillary Close (adj)",S,51.628024,-0.72456,040000003202,High Wycombe,adj
"High Wycombe, Hillary Road (opp)",S,51.625991,-0.722912,040000003204,High Wycombe,opp
"High Wycombe, Cricket Ground (adj)",W,51.625448,-0.736666,040000003246,High Wycombe,adj
"High Wycombe, Trinity Church (opp)",W,51.626802,-0.743,040000003244,High Wycombe,opp
"High Wycombe, High Street (Stop S)",W,51.628658,-0.749262,040000003055,High Wycombe,Stop S
"High Wycombe, High Wycombe BusStn (Bay 5)",,51.631227,-0.756676,040000002955,High Wycombe,Bay 5
"Wycombe Marsh, Ford Street (Opp)",SE,51.617983,-0.715814,040000003255,Wycombe Marsh,Opp
"Loudwater, Rayners Avenue (adj)",SE,51.611696,-0.702603,040000003261,Loudwater,adj
"Loudwater, Loudwater Turn (Opp)",NW,51.6096,-0.699211,040000003263,Loudwater,Opp
"Loudwater, The Papermill (o/s)",SE,51.607633,-0.696148,040000003265,Loudwater,o/s
"Loudwater, Tesco (Opp)",SE,51.605311,-0.69116,040000003047,Loudwater,Opp
"Wooburn Moor, Whitehouse Lane (adj)",E,51.602189,-0.685373,040000003049,Wooburn Moor,adj
"Holtspur, The King's Head PH (adj)",E,51.59974,-0.66832,040000001207,Holtspur,adj
"Holtspur, North Drive (adj)",E,51.59955,-0.665019,040000001209,Holtspur,adj
"Holtspur, Burkes Road (adj)",E,51.599372,-0.658108,040000001211,Holtspur,adj
"Beaconsfield Old Town, Butlers Court Road (adj)",E,51.599453,-0.648706,040000001213,Beaconsfield Old Town,adj
"Beaconsfield Old Town, The Saracen's Head PH (Stop J)",E,51.601991,-0.635664,040000001215,Beaconsfield Old Town,Stop J
"Beaconsfield Old Town, Cricket Ground (adj)",E,51.601941,-0.629847,040000001233,Beaconsfield Old Town,adj
"Bulstrode Park, Potkiln Lane (adj)",E,51.598019,-0.60682,040000001347,Bulstrode Park,adj
"Bulstrode Park, Crowne Plaza (Opp)",SE,51.595208,-0.595761,040000001345,Bulstrode Park,Opp
"Bulstrode Park, Mumfords Lane (adj)",E,51.591867,-0.582597,040000001343,Bulstrode Park,adj
"Gerrards Cross, Bulstrode Park (opp)",E,51.59149,-0.575982,040000001341,Gerrards Cross,opp
"Gerrards Cross, The Bull Hotel (Opp)",SE,51.587806,-0.563669,040000001339,Gerrards Cross,Opp
"Gerrards Cross, Bulstrode Court (Opp)",SE,51.584652,-0.560189,040000001337,Gerrards Cross,Opp
"Gerrards Cross, Windsor Road (opp)",SE,51.582551,-0.557498,040000001335,Gerrards Cross,opp
"Gerrards Cross, East Common (adj)",SE,51.579771,-0.553718,040000001333,Gerrards Cross,adj
"Tatling End, Heusden Way (Opp)",SE,51.575968,-0.541428,040000001329,Tatling End,Opp
"Tatling End, Fulmer Lane (Opp)",SE,51.574954,-0.53729,040000001327,Tatling End,Opp
"Tatling End, Pinstone Way (Opp)",SE,51.573979,-0.531188,040000001325,Tatling End,Opp
"Tatling End, Toby Carvery (Opp)",SE,51.573231,-0.526768,040000001323,Tatling End,Opp
"Tatling End, Mount Lane (Opp)",SE,51.571657,-0.519604,040000001321,Tatling End,Opp
"Denham, Denham Avenue (adj)",SE,51.568239,-0.503886,040000001307,Denham,adj
"Denham, Springbridge Nurseries (opp)",SE,51.566068,-0.500754,040000001305,Denham,opp
"New Denham, Knighton Way Lane (Opp)",SE,51.556175,-0.490867,040000001303,New Denham,Opp
"New Denham, Oakside (adj)",SE,51.552806,-0.487589,040000001301,New Denham,adj
"Uxbridge, Belmont Road (Stop D)",E,51.547432076206704,-0.4797370037417263,490015585E,Uxbridge,Stop D
"Uxbridge, York Road (UB8) (Stop V)",S,51.547252562816354,-0.4762960761773012,490005185V,Uxbridge,Stop V
"Uxbridge, York Road (UB8) (Stop W)",S,51.54752838575518,-0.476762798657549,490005185N,Uxbridge,Stop W
"Uxbridge, Uxbridge High Street (Stop A)",N,51.54809226787559,-0.48141685264462364,490013969A,Uxbridge,Stop A
"New Denham, Oakside (Opp)",NW,51.553419,-0.488434,040000001302,New Denham,Opp
"New Denham, Knighton Way Lane (adj)",NW,51.555741,-0.490679,040000001304,New Denham,adj
"Denham, Springbridge Nurseries (adj)",NW,51.565948,-0.501249,040000001306,Denham,adj
"Tatling End, Mount Lane (adj)",NW,51.571498,-0.520532,040000001322,Tatling End,adj
"Tatling End, Toby Carvery (adj)",NW,51.572934,-0.526734,040000001324,Tatling End,adj
"Tatling End, Pinstone Way (o/s)",NW,51.573988,-0.532631,040000001326,Tatling End,o/s
"Tatling End, Fulmer Lane (adj)",NW,51.574848,-0.537452,040000001300,Tatling End,adj
"Tatling End, Heusden Way (adj)",NW,51.576039,-0.542061,040000001328,Tatling End,adj
"Gerrards Cross, Gaviots Close (adj)",W,51.577351,-0.548585,040000001330,Gerrards Cross,adj
"Gerrards Cross, East Common (opp)",NW,51.579876,-0.554206,040000001332,Gerrards Cross,opp
"Gerrards Cross, Windsor Road (adj)",NW,51.582244,-0.557407,040000001334,Gerrards Cross,adj
"Gerrards Cross, Bulstrode Court (adj)",NW,51.583697,-0.559309,040000001336,Gerrards Cross,adj
"Gerrards Cross, The Bull Hotel (adj)",NW,51.586761,-0.562778,040000001338,Gerrards Cross,adj
"Gerrards Cross, Bulstrode Park (adj)",W,51.591327,-0.575944,040000001340,Gerrards Cross,adj
"Bulstrode Park, Mumfords Lane (Opp)",W,51.591676,-0.583166,040000001342,Bulstrode Park,Opp
"Bulstrode Park, Crowne Plaza (adj)",NW,51.5947,-0.595358,040000001344,Bulstrode Park,adj
"Bulstrode Park, Potkiln Lane (Opp)",W,51.598006,-0.607947,040000001346,Bulstrode Park,Opp
"Beaconsfield Old Town, Cricket Ground (Opp)",W,51.601971,-0.630842,040000001234,Beaconsfield Old Town,Opp
"Beaconsfield Old Town, The Saracen's Head PH (Stop K)",W,51.601601,-0.637726,040000001216,Beaconsfield Old Town,Stop K
"Beaconsfield Old Town, Butlers Court Road (Opp)",W,51.599096,-0.649727,040000001214,Beaconsfield Old Town,Opp
"Holtspur, Burkes Road (opp)",W,51.599267,-0.659901,040000001212,Holtspur,opp
"Holtspur, North Drive (Opp)",W,51.599389,-0.664359,040000001210,Holtspur,Opp
"Holtspur, The King's Head PH (opp)",W,51.59943,-0.670321,040000001208,Holtspur,opp
"Wooburn Moor, Whitehouse Lane (Opp)",W,51.602308,-0.686352,040000003050,Wooburn Moor,Opp
"Loudwater, Tesco (o/s)",NW,51.605112,-0.691065,040000003048,Loudwater,o/s
"Loudwater, The Papermill (opp)",NW,51.607469,-0.696023,040000003242,Loudwater,opp
"Loudwater, Loudwater Turn (adj)",NW,51.610499,-0.700803,040000003240,Loudwater,adj
"Loudwater, Rayners Avenue (opp)",NW,51.611692,-0.703007,040000003238,Loudwater,opp
"Beaconsfield, Ronald Road (adj)",N,51.606745,-0.633153,040000001232,Beaconsfield,adj
"Beaconsfield, Waller Road (adj)",W,51.610779,-0.633581,040000001230,Beaconsfield,adj
"Beaconsfield, St Mary's School (o/s)",W,51.610514,-0.638644,040000001228,Beaconsfield,o/s
"Beaconsfield, Maxwell Road (Stop D)",W,51.610144,-0.643998,040000001226,Beaconsfield,Stop D
"Beaconsfield Old Town, Aylesbury End (Stop G)",N,51.602891,-0.638077,040000001217,Beaconsfield Old Town,Stop G
"Beaconsfield, Candlemas Lane (Opp)",NW,51.606291,-0.64046,040000001219,Beaconsfield,Opp
"Beaconsfield, Maxwell Road (Stop B)",E,51.610308,-0.643387,040000001225,Beaconsfield,Stop B
"Beaconsfield, St Mary's School (Opp)",E,51.610606,-0.638858,040000001227,Beaconsfield,Opp
"Beaconsfield, Waller Road (Opp)",E,51.610879,-0.633737,040000001229,Beaconsfield,Opp
"Beaconsfield Wilton Park, Wilton Park ()",S,51.603891,-0.623608,040000000331,Beaconsfield Wilton Park,
"Gerrards Cross, Gaviots Close (opp)",E,51.577628,-0.549139,040000001331,Gerrards Cross,opp
"Pield Heath, The Greenway (Stop BD)",SE,51.5374298593326,-0.47120251377340194,490013396E,Pield Heath,Stop BD
"Hillingdon Heath, Lees Road (UB8) (Stop CC)",S,51.52517517105347,-0.4493990245417484,490009070S,Hillingdon Heath,Stop CC
"Stockley Park, Stockley Road (->S)",S,51.50306523034362,-0.45089879129170546,490018251S,Stockley Park,->S
"Heathrow Airport, Heathrow Central Bus Station (Stand 16)",SW,51.47167724677045,-0.45255244779971016,49000801616,Heathrow Airport,Stand 16
"Heathrow Airport, Heathrow Central Bus Station (Stand 20)",W,51.471368668565226,-0.4537003539676086,4900801620,Heathrow Airport,Stand 20
"Stockley Park, Stockley Road (->N)",N,51.50342071374799,-0.45126135635053516,490018251N,Stockley Park,->N
"Hillingdon Heath, Lees Road (UB8) (Stop CF)",N,51.52596509331725,-0.45065517478682576,490007815N1,Hillingdon Heath,Stop CF
"Pield Heath, The Greenway (Stop BE)",N,51.53657914571174,-0.47078403098796323,490013396N,Pield Heath,Stop BE
"Beaconsfield Wilton Park, Wilton Park ()",N,51.603619,-0.624164,040000000347,Beaconsfield Wilton Park,
"Beaconsfield, Candlemas Lane (adj)",SE,51.607099,-0.641143,040000001220,Beaconsfield,adj
"Beaconsfield Old Town, Aylesbury End (Stop H)",S,51.602852,-0.637819,040000001218,Beaconsfield Old Town,Stop H
"Beaconsfield, Ronald Road (Opp)",S,51.60625,-0.633096,040000001231,Beaconsfield,Opp
"Beaconsfield Services, Beaconsfield Services (Adj)",S,51.589492,-0.629543,040000001235,Beaconsfield Services,Adj
"Beaconsfield, Bower Wood (adj)",S,51.582786,-0.628907,040000001237,Beaconsfield,adj
"Farnham Common, Harehatch Lane (Opp)",S,51.575143,-0.623509,040000001239,Farnham Common,Opp
"Farnham Common, The Yew Tree PH (adj)",SE,51.572337,-0.621242,040000001241,Farnham Common,adj
"Hedgerley, Clare Drive (Opp)",SE,51.566086,-0.617247,040000001243,Hedgerley,Opp
"Farnham Common, Hedgerley Corner (adj)",S,51.56285,-0.615109,040000001253,Farnham Common,adj
"Farnham Common, The Royal Oak PH (opp)",S,51.560378,-0.615169,040000001255,Farnham Common,opp
"Farnham Common, Templewood Lane (adj)",S,51.557458,-0.61533,040000001257,Farnham Common,adj
"Farnham Common, The Forester's Arms (adj)",S,51.553968,-0.615292,040000001259,Farnham Common,adj
"Farnham Common, Kennedy Close (Opp)",S,51.550134,-0.615004,040000001261,Farnham Common,Opp
"Farnham Royal, Farnham Park Lane (adj)",S,51.546621,-0.615241,040000001263,Farnham Royal,adj
"Farnham Royal, Fairfield Lane (Opp)",S,51.541445,-0.616234,040000001265,Farnham Royal,Opp
"Farnham Royal, The Farnham Pump PH (adj)",S,51.538484,-0.616814,040000001267,Farnham Royal,adj
"Britwell, St Anthonys RC Church (nr)",S,51.534462,-0.617641,03700374,Britwell,nr
"Britwell, Crofthill Road (opp)",S,51.531646,-0.61751,03700373,Britwell,opp
"Britwell, Lidl (S-bound)",S,51.526979,-0.615993,03700376,Britwell,S-bound
"Slough Trading Estate, Farnham Road PO (o/s)",S,51.523399,-0.615179,03700377,Slough Trading Estate,o/s
"Slough Trading Estate, Buckingham Avenue Centre (o/s)",S,51.519557,-0.614979,03700379,Slough Trading Estate,o/s
"Slough Trading Estate, Salt Hill Three Tuns (S-bound)",S,51.513411,-0.612355,03700380,Slough Trading Estate,S-bound
"Baylis, Windmill Road (adj)",SE,51.51187,-0.608986,03700381,Baylis,adj
"Chalvey, Salt Hill Park (adj)",E,51.511662,-0.604133,03700382,Chalvey,adj
"Slough Town Centre, Library (Stop W)",E,51.51066,-0.59664,03700337,Slough Town Centre,Stop W
"Slough Town Centre, Slough Bus Station (Bay 7)",,51.511434,-0.592844,03700527,Slough Town Centre,Bay 7
"Slough Town Centre, Library (Stop F)",W,51.510398,-0.596626,03700336,Slough Town Centre,Stop F
"Elliman, Gala Bingo Hall (o/s)",NW,51.510861,-0.601307,03700429,Elliman,o/s
"Chalvey, Salt Hill Park (opp)",W,51.51128,-0.604724,03700430,Chalvey,opp
"Baylis, Windmill Road (opp)",W,51.511778,-0.60958,03700431,Baylis,opp
"Slough Trading Estate, Salt Hill Three Tuns (N-bound)",N,51.513469,-0.612699,03700256,Slough Trading Estate,N-bound
"Slough Trading Estate, Buckingham Avenue Centre (opp)",N,51.520533,-0.615353,03700369,Slough Trading Estate,opp
"Slough Trading Estate, Farnham Road PO (opp)",N,51.524717,-0.6156,03700370,Slough Trading Estate,opp
"Britwell, Lidl (N-bound)",N,51.526424,-0.616197,03700371,Britwell,N-bound
"Britwell, Crofthill Road (adj)",N,51.53127,-0.617651,03700372,Britwell,adj
"Britwell, St Anthonys RC Church (opp)",N,51.534745,-0.617992,03700375,Britwell,opp
"Farnham Royal, The Farnham Pump PH (Opp)",N,51.538513,-0.616958,040000001268,Farnham Royal,Opp
"Farnham Royal, Fairfield Lane (adj)",N,51.542533,-0.61623,040000001266,Farnham Royal,adj
"Farnham Royal, Farnham Park Lane (Opp)",N,51.546686,-0.615398,040000001264,Farnham Royal,Opp
"Farnham Common, Kennedy Close (adj)",N,51.550806,-0.615489,040000001262,Farnham Common,adj
"Farnham Common, The Forester's Arms (opp)",N,51.553718,-0.615429,040000001260,Farnham Common,opp
"Farnham Common, Templewood Lane (opp)",N,51.558367,-0.615375,040000001258,Farnham Common,opp
"Farnham Common, The Royal Oak PH (adj)",N,51.56118,-0.615304,040000001256,Farnham Common,adj
"Farnham Common, Hedgerley Corner (opp)",N,51.563258,-0.615313,040000001254,Farnham Common,opp
"Hedgerley, Clare Drive (adj)",NW,51.566803,-0.617788,040000001244,Hedgerley,adj
"Farnham Common, The Yew Tree PH (Opp)",NW,51.572321,-0.621401,040000001242,Farnham Common,Opp
"Farnham Common, Harehatch Lane (adj)",N,51.574891,-0.623517,040000001240,Farnham Common,adj
"Beaconsfield, Bower Wood (Opp)",N,51.582788,-0.62908,040000001238,Beaconsfield,Opp
"Beaconsfield Services, Beaconsfield Services (Opp)",N,51.5915,-0.629771,040000001236,Beaconsfield Services,Opp
"Beaconsfield, Hinton House (adj)",SE,51.614688,-0.62565,040000001201,Beaconsfield,adj
"Seer Green, Bottom Lane (adj)",E,51.613662,-0.615628,040000002222,Seer Green,adj
"Seer Green, Railway Station (Opp)",SE,51.611358,-0.608665,040000002520,Seer Green,Opp
"Seer Green, Stable Lane (adj)",N,51.615677,-0.606626,040000002518,Seer Green,adj
"Seer Green, Orchard Road (adj)",N,51.61786,-0.605693,040000002516,Seer Green,adj
"Seer Green, Manor Road (Opp)",NE,51.620584,-0.603356,040000002514,Seer Green,Opp
"Seer Green, Chalfont Road (opp 112)",NE,51.623662,-0.600545,040000002512,Seer Green,opp 112
"Seer Green, Newbarn Lane (Eastbound)",E,51.624983,-0.594466,040000002220,Seer Green,Eastbound
"Butlers Cross, Twitchell's Lane (Opp)",NE,51.625461,-0.589323,040000002510,Butlers Cross,Opp
"Chalfont St Giles, Three Households (Eastbound)",NE,51.626877,-0.586707,040000002508,Chalfont St Giles,Eastbound
"Chalfont St Giles, Narcot Lane (Opp)",NE,51.629114,-0.582809,040000002506,Chalfont St Giles,Opp
"Chalfont St Giles, Dean Way (o/s 72)",E,51.629697,-0.578918,040000002504,Chalfont St Giles,o/s 72
"Chalfont St Giles, Milton Hill (adj)",E,51.630369,-0.573595,040000002502,Chalfont St Giles,adj
"Chalfont St Giles, High Street (NE-bound)",N,51.632019,-0.570263,040000002500,Chalfont St Giles,NE-bound
"Chalfont St Giles, London Road (Southbound)",S,51.633662,-0.566353,040000002483,Chalfont St Giles,Southbound
"Chalfont St Giles, King's Road (adj)",S,51.631437,-0.564531,040000002481,Chalfont St Giles,adj
"Chalfont St Giles, Green Meadows (o/s)",S,51.626835,-0.56248,040000002479,Chalfont St Giles,o/s
"Chalfont Common, Cherry Acre (adj)",S,51.623302,-0.55963,040000002477,Chalfont Common,adj
"Chalfont Common, Misbourne Avenue (adj)",S,51.619672,-0.557679,040000002475,Chalfont Common,adj
"Chalfont Common, Deanacre Close (adj)",S,51.615132,-0.557014,040000002473,Chalfont Common,adj
"Chalfont Common, The Waggon & Horses PH (adj)",S,51.611596,-0.556058,040000002457,Chalfont Common,adj
"Chalfont St Peter, Market Place (o/s 2)",SW,51.606879,-0.557912,040000002455,Chalfont St Peter,o/s 2
"Chalfont St Peter, Lansdown Road (Opp)",W,51.60603,-0.562675,040000002453,Chalfont St Peter,Opp
"Chalfont St Peter, Glebe Road (Opp)",W,51.607223,-0.56837,040000002451,Chalfont St Peter,Opp
"Chalfont St Peter, Leachcroft (Opp)",S,51.606723,-0.570134,040000002441,Chalfont St Peter,Opp
"Chalfont St Peter, Gold Hill West (opp 7)",SE,51.605172,-0.567554,040000002449,Chalfont St Peter,opp 7
"Chalfont St Peter, The Jolly Farmer (Opp)",SE,51.602967,-0.565198,040000002447,Chalfont St Peter,Opp
"Chalfont St Peter, St Joseph's Church (Opp)",SE,51.600193,-0.561834,040000002445,Chalfont St Peter,Opp
"Chalfont St Peter, Austenwood Common (Opp)",SE,51.597092,-0.556864,040000002443,Chalfont St Peter,Opp
"Gerrards Cross, St Mary's School (o/s)",S,51.59329,-0.554025,040000001441,Gerrards Cross,o/s
"Gerrards Cross, South Park Crescent (adj)",SE,51.591015,-0.552596,040000001443,Gerrards Cross,adj
"Gerrards Cross, Railway Station (Stop A)",SW,51.588208,-0.553191,040000001439,Gerrards Cross,Stop A
"Gerrards Cross, The Packhorse PH (Stop C)",SW,51.586593,-0.554931,040000001437,Gerrards Cross,Stop C
"Gerrards Cross, The Packhorse PH (Stop D)",NE,51.586844,-0.554865,040000001438,Gerrards Cross,Stop D
"Gerrards Cross, Railway Station (Stop B)",NE,51.589034,-0.552333,040000001440,Gerrards Cross,Stop B
"Gerrards Cross, South Park Crescent (opp)",NW,51.590844,-0.552587,040000001444,Gerrards Cross,opp
"Gerrards Cross, St Mary's School (Opp)",N,51.593997,-0.554551,040000001442,Gerrards Cross,Opp
"Chalfont St Peter, Austenwood Common (Adj)",NW,51.597343,-0.557492,040000002444,Chalfont St Peter,Adj
"Chalfont St Peter, St Joseph's Church (adj)",NW,51.60015,-0.562009,040000002446,Chalfont St Peter,adj
"Chalfont St Peter, The Jolly Farmer (o/s)",NW,51.602941,-0.565285,040000002448,Chalfont St Peter,o/s
"Chalfont St Peter, Gold Hill West (o/s 9)",NW,51.605276,-0.567926,040000002450,Chalfont St Peter,o/s 9
"Chalfont St Peter, Leachcroft (adj)",N,51.606725,-0.570249,040000002440,Chalfont St Peter,adj
"Chalfont St Peter, Glebe Road (adj)",E,51.607495,-0.569286,040000002452,Chalfont St Peter,adj
"Chalfont St Peter, Lansdown Road (adj)",E,51.606126,-0.561026,040000002454,Chalfont St Peter,adj
"Chalfont St Peter, Market Place (Opp 1)",NE,51.607151,-0.557354,040000002456,Chalfont St Peter,Opp 1
"Chalfont Common, The Waggon & Horses PH (Opp)",N,51.611904,-0.556279,040000002458,Chalfont Common,Opp
"Chalfont Common, Deanacre Close (Opp)",N,51.615523,-0.557363,040000002472,Chalfont Common,Opp
"Chalfont Common, Misbourne Avenue (Opp)",N,51.619017,-0.557744,040000002474,Chalfont Common,Opp
"Chalfont Common, Cherry Acre (Opp)",N,51.623956,-0.560144,040000002476,Chalfont Common,Opp
"Chalfont St Giles, Green Meadows (Opp)",N,51.626937,-0.562737,040000002478,Chalfont St Giles,Opp
"Chalfont St Giles, King's Road (Opp)",N,51.630616,-0.564282,040000002480,Chalfont St Giles,Opp
"Chalfont St Giles, London Road (Northbound)",N,51.633022,-0.5662,040000002482,Chalfont St Giles,Northbound
"Chalfont St Giles, High Street (SW-bound)",S,51.631705,-0.570287,040000002501,Chalfont St Giles,SW-bound
"Chalfont St Giles, Milton Hill (opp)",W,51.630366,-0.573306,040000002503,Chalfont St Giles,opp
"Chalfont St Giles, Dean Way (o/s 61)",W,51.629567,-0.579327,040000002505,Chalfont St Giles,o/s 61
"Chalfont St Giles, Narcot Lane (adj)",SW,51.628434,-0.583812,040000002507,Chalfont St Giles,adj
"Chalfont St Giles, Three Households (Westbound)",W,51.626674,-0.586973,040000002218,Chalfont St Giles,Westbound
"Butlers Cross, Twitchell's Lane (adj)",SW,51.625176,-0.589577,040000002509,Butlers Cross,adj
"Seer Green, Newbarn Lane (Westbound)",W,51.624887,-0.5947,040000002219,Seer Green,Westbound
"Seer Green, Chalfont Road (o/s 112)",SW,51.623322,-0.600671,040000002511,Seer Green,o/s 112
"Seer Green, Manor Road (adj)",SW,51.620326,-0.60358,040000002513,Seer Green,adj
"Seer Green, Orchard Road (Opp)",S,51.617167,-0.605613,040000002515,Seer Green,Opp
"Seer Green, Stable Lane (Opp)",S,51.615067,-0.60676,040000002517,Seer Green,Opp
"Seer Green, Railway Station (adj)",NW,51.611374,-0.609242,040000002519,Seer Green,adj
"Seer Green, Bottom Lane (Opp)",W,51.613837,-0.616764,040000002221,Seer Green,Opp
"Beaconsfield, Hinton House (Opp)",NW,51.614956,-0.626277,040000001200,Beaconsfield,Opp
"Amersham, Village Hall (adj)",E,51.671801,-0.585975,040000002609,Amersham,adj
"Amersham, The Pineapple PH (Opp)",E,51.671133,-0.582713,040000002611,Amersham,Opp
"Amersham, Chiltern Heights (adj)",E,51.670444,-0.579321,040000002613,Amersham,adj
"Amersham, The White Lion PH (opp)",E,51.669538,-0.57504,040000002615,Amersham,opp
"Little Chalfont, Cokes Lane (Opp)",SE,51.667552,-0.567005,040000002617,Little Chalfont,Opp
"Little Chalfont, Nightingales Lane (adj)",S,51.661826,-0.569354,040000002595,Little Chalfont,adj
"Chalfont St Giles, Vache Lane (Westbound)",SW,51.63462,-0.565283,040000002228,Chalfont St Giles,Westbound
"Chalfont Common, Copthall Lane (Eastbound)",E,51.611839,-0.551717,040000002460,Chalfont Common,Eastbound
"Chalfont Common, Ninnings Road (Opp)",E,51.611814,-0.546822,040000002462,Chalfont Common,Opp
"Chalfont Common, Denham Walk (adj)",N,51.615402,-0.547516,040000002464,Chalfont Common,adj
"Chalfont Common, Chesham Lane (adj)",SW,51.61809,-0.549641,040000002466,Chalfont Common,adj
"Chalfont Common, The Pyghtle (adj)",SW,51.616325,-0.552383,040000002468,Chalfont Common,adj
"Chalfont Common, Hillside Close (adj)",S,51.614499,-0.55377,040000002470,Chalfont Common,adj
"Gerrards Cross, Camp Road (Opp)",SW,51.582381,-0.559091,040000001435,Gerrards Cross,Opp
"Gerrards Cross, Manor Lane (adj)",SW,51.579015,-0.562474,040000001433,Gerrards Cross,adj
"Gerrards Cross, Hedgerley Lane (Opp)",SW,51.577291,-0.564145,040000001431,Gerrards Cross,Opp
"Gerrards Cross, Dukes Kiln Drive (adj)",SW,51.575039,-0.568949,040000001429,Gerrards Cross,adj
"Stoke Poges, Mount Hill Farm (Opp)",SW,51.571853,-0.576884,040000001427,Stoke Poges,Opp
"Stoke Poges, Parkside Cemetery (Opp)",S,51.566858,-0.581758,040000001425,Stoke Poges,Opp
"Stoke Poges, The Fox & Pheasant PH (Opp)",S,51.560976,-0.583889,040000001423,Stoke Poges,Opp
"Stoke Poges, Larchmoor Park (Opp)",S,51.559135,-0.584033,040000001421,Stoke Poges,Opp
"Stoke Poges, Vine Road (opp)",S,51.554454,-0.584366,040000001419,Stoke Poges,opp
"Stoke Poges, Pennylets Green (Opp)",S,51.550347,-0.584623,040000001417,Stoke Poges,Opp
"Stoke Poges, Khalsa Secondary Academy (Opp)",E,51.5482611,-0.5774510,040000000326,Stoke Poges,Opp
"Wexham Street, The Stag PH (Opp)",S,51.544675,-0.571401,040000001277,Wexham Street,Opp
"Wexham Street, Plough Lane (Opp)",S,51.542075,-0.573516,040000001275,Wexham Street,Opp
"Wexham Street, Berry Farm (Opp)",S,51.537251,-0.575412,040000001273,Wexham Street,Opp
"Wexham Court, Wexham Park Hospital (main entrance)",SE,51.532404,-0.575704,03700051,Wexham Court,main entrance
"Wexham Court, Wexham Post Office (adj)",S,51.529616,-0.578617,03700048,Wexham Court,adj
"Wexham Court, Extra Care Centre (nr)",S,51.526204,-0.580554,03700046,Wexham Court,nr
"Wexham Court, Knolton Way North (S-bound)",S,51.522322,-0.579219,03700053,Wexham Court,S-bound
"Wexham Court, Prestwood (nr)",SE,51.520983,-0.57854,03700055,Wexham Court,nr
"Wexham Court, Sheehy Way (opp)",E,51.519282,-0.57473,03700057,Wexham Court,opp
"Wexham Court, Knolton Way (adj)",E,51.518946,-0.57154,03700466,Wexham Court,adj
"Wexham Court, Dornels (nr)",NE,51.520247,-0.569799,03700036,Wexham Court,nr
"Wexham Court, Berryfield Veterinary Centre (nr)",NW,51.522276,-0.571004,03700038,Wexham Court,nr
"Wexham Court, Knolton Way Shops (o/s)",W,51.522984,-0.574484,03700040,Wexham Court,o/s
"Wexham Court, The Normans (adj)",W,51.52316,-0.577881,03700042,Wexham Court,adj
"Wexham Court, The Frithe (nr)",W,51.523014,-0.579947,03700044,Wexham Court,nr
"Wexham Court, Borderside (opp)",SE,51.520685,-0.579947,03700069,Wexham Court,opp
"Wexham Court, Mirador Crescent Roundabout (S-bound)",S,51.517705,-0.578209,03700067,Wexham Court,S-bound
"Upton Lea, Carlton Road (adj)",E,51.515768,-0.578455,03700061,Upton Lea,adj
"Upton Lea, Beresford Avenue (nr)",E,51.514622,-0.574558,03700468,Upton Lea,nr
"Upton Lea, Goodman Park (adj)",SW,51.51191,-0.574888,03700032,Upton Lea,adj
"Slough Town Centre, Diamond Road Mosque (opp)",SW,51.509129,-0.579182,03700456,Slough Town Centre,opp
"Slough Town Centre, Sorting Office (Stop K)",W,51.509059,-0.585325,03700310,Slough Town Centre,Stop K
"Slough Town Centre, Queensmere Car Park (Stop H)",W,51.509804,-0.590358,03700340,Slough Town Centre,Stop H
"Slough Town Centre, Sorting Office (Stop J)",E,51.509291,-0.585821,03700311,Slough Town Centre,Stop J
"Slough Town Centre, Diamond Road Mosque (o/s)",NE,51.50961,-0.578764,03700457,Slough Town Centre,o/s
"Upton Lea, Goodman Park (opp)",NE,51.512057,-0.575128,03700031,Upton Lea,opp
"Upton Lea, Beresford Avenue (opp)",W,51.514353,-0.573889,03700060,Upton Lea,opp
"Upton Lea, Carlton Road (opp)",W,51.515305,-0.577491,03700494,Upton Lea,opp
"Upton Lea, Lea School (o/s)",N,51.516606,-0.578784,03700065,Upton Lea,o/s
"Wexham Court, Mirador Crescent Roundabout (N-bound)",NW,51.518283,-0.578407,03700066,Wexham Court,N-bound
"Wexham Court, Borderside (adj)",NW,51.52036,-0.579871,03700068,Wexham Court,adj
"Wexham Court, Norway Drive (opp)",N,51.525007,-0.581139,03700045,Wexham Court,opp
"Wexham Court, Extra Care Centre (opp)",N,51.526946,-0.580185,03700506,Wexham Court,opp
